Type,Complexity,Granularity,Strategy,Proportion,Init_Performance,Final_Performance
Hard-to-easy,12,6,Random,70,0.1785888671875,0.99072265625
Easy-to-hard,12,6,Best,70,0.1468505859375,0.798828125
Easy-to-hard,12,6,Conformity,70,0.1468505859375,0.58056640625
Easy-to-hard,12,6,Random,70,0.1468505859375,0.56591796875
Easy-to-hard,12,6,Best,70,0.11602783203125,0.8310546875
Easy-to-hard,12,6,Conformity,70,0.11602783203125,0.66748046875
Easy-to-hard,12,6,Random,70,0.11602783203125,0.85888671875
Easy-to-hard,12,6,Best,70,0.12188720703125,0.74755859375
Easy-to-hard,12,6,Conformity,70,0.12188720703125,0.93310546875
Easy-to-hard,12,6,Random,70,0.12188720703125,0.98291015625
Easy-to-hard,12,6,Best,70,0.12469482421875,0.94189453125
Easy-to-hard,12,6,Conformity,70,0.12469482421875,0.52294921875
Easy-to-hard,12,6,Random,70,0.12469482421875,0.59619140625
Easy-to-hard,12,6,Best,70,0.10040283203125,0.8798828125
Easy-to-hard,12,6,Conformity,70,0.10040283203125,0.98583984375
Easy-to-hard,12,6,Random,70,0.10040283203125,0.560546875
Easy-to-hard,12,6,Best,70,0.1171875,0.77587890625
Easy-to-hard,12,6,Conformity,70,0.1171875,0.61328125
Easy-to-hard,12,6,Random,70,0.1171875,0.65771484375
Easy-to-hard,12,6,Best,70,0.14306640625,0.7822265625
Easy-to-hard,12,6,Conformity,70,0.14306640625,0.85791015625
Easy-to-hard,12,6,Random,70,0.14306640625,0.86865234375
Easy-to-hard,12,6,Best,70,0.1387939453125,0.7236328125
Easy-to-hard,12,6,Conformity,70,0.1387939453125,0.91015625
Easy-to-hard,12,6,Random,70,0.1387939453125,0.9873046875
Easy-to-hard,12,6,Best,70,0.10540771484375,0.9228515625
Easy-to-hard,12,6,Conformity,70,0.10540771484375,0.826171875
Easy-to-hard,12,6,Random,70,0.10540771484375,0.49560546875
Easy-to-hard,12,6,Best,70,0.13671875,0.55517578125
Easy-to-hard,12,6,Conformity,70,0.13671875,0.464111328125
Easy-to-hard,12,6,Random,70,0.13671875,0.5498046875
Hard-to-easy,12,6,Best,80,0.2139892578125,0.994140625
Hard-to-easy,12,6,Conformity,80,0.2139892578125,0.994140625
Hard-to-easy,12,6,Random,80,0.2139892578125,0.994140625
Hard-to-easy,12,6,Best,80,0.208251953125,0.990234375
Hard-to-easy,12,6,Conformity,80,0.208251953125,0.990234375
Hard-to-easy,12,6,Random,80,0.208251953125,0.990234375
Hard-to-easy,12,6,Best,80,0.1502685546875,0.990234375
Hard-to-easy,12,6,Conformity,80,0.1502685546875,0.990234375
Hard-to-easy,12,6,Random,80,0.1502685546875,0.990234375
Hard-to-easy,12,6,Best,80,0.175537109375,0.99267578125
Hard-to-easy,12,6,Conformity,80,0.175537109375,0.99267578125
Hard-to-easy,12,6,Random,80,0.175537109375,0.99267578125
Hard-to-easy,12,6,Best,80,0.1632080078125,0.99072265625
Hard-to-easy,12,6,Conformity,80,0.1632080078125,0.99072265625
Hard-to-easy,12,6,Random,80,0.1632080078125,0.99072265625
Hard-to-easy,12,6,Best,80,0.2022705078125,0.99072265625
Hard-to-easy,12,6,Conformity,80,0.2022705078125,0.99072265625
Hard-to-easy,12,6,Random,80,0.2022705078125,0.99072265625
Hard-to-easy,12,6,Best,80,0.171875,0.99365234375
Hard-to-easy,12,6,Conformity,80,0.171875,0.99365234375
Hard-to-easy,12,6,Random,80,0.171875,0.99365234375
Hard-to-easy,12,6,Best,80,0.1768798828125,0.99169921875
Hard-to-easy,12,6,Conformity,80,0.1768798828125,0.99169921875
Hard-to-easy,12,6,Random,80,0.1768798828125,0.99169921875
Hard-to-easy,12,6,Best,80,0.212158203125,0.99462890625
Hard-to-easy,12,6,Conformity,80,0.212158203125,0.99462890625
Hard-to-easy,12,6,Random,80,0.212158203125,0.99462890625
Hard-to-easy,12,6,Best,80,0.1885986328125,0.99560546875
Hard-to-easy,12,6,Conformity,80,0.1885986328125,0.99560546875
Hard-to-easy,12,6,Random,80,0.1885986328125,0.99560546875
Easy-to-hard,12,6,Best,80,0.136962890625,0.463623046875
Easy-to-hard,12,6,Conformity,80,0.136962890625,0.5947265625
Easy-to-hard,12,6,Random,80,0.136962890625,0.53759765625
Easy-to-hard,12,6,Best,80,0.1060791015625,0.45068359375
Easy-to-hard,12,6,Conformity,80,0.1060791015625,0.53125
Easy-to-hard,12,6,Random,80,0.1060791015625,0.609375
Easy-to-hard,12,6,Best,80,0.08538818359375,0.48828125
Easy-to-hard,12,6,Conformity,80,0.08538818359375,0.81787109375
Easy-to-hard,12,6,Random,80,0.08538818359375,0.755859375
Easy-to-hard,12,6,Best,80,0.1298828125,0.90673828125
Easy-to-hard,12,6,Conformity,80,0.1298828125,0.603515625
Easy-to-hard,12,6,Random,80,0.1298828125,0.63818359375
Easy-to-hard,12,6,Best,80,0.1558837890625,0.8525390625
Easy-to-hard,12,6,Conformity,80,0.1558837890625,0.5390625
Easy-to-hard,12,6,Random,80,0.1558837890625,0.9541015625
Easy-to-hard,12,6,Best,80,0.10498046875,0.71630859375
Easy-to-hard,12,6,Conformity,80,0.10498046875,0.59228515625
Easy-to-hard,12,6,Random,80,0.10498046875,0.66748046875
Easy-to-hard,12,6,Best,80,0.1611328125,0.6640625
Easy-to-hard,12,6,Conformity,80,0.1611328125,0.94091796875
Easy-to-hard,12,6,Random,80,0.1611328125,0.97021484375
Easy-to-hard,12,6,Best,80,0.1368408203125,0.64501953125
Easy-to-hard,12,6,Conformity,80,0.1368408203125,0.5439453125
Easy-to-hard,12,6,Random,80,0.1368408203125,0.55517578125
Easy-to-hard,12,6,Best,80,0.09320068359375,0.65283203125
Easy-to-hard,12,6,Conformity,80,0.09320068359375,0.72119140625
Easy-to-hard,12,6,Random,80,0.09320068359375,0.58203125
Easy-to-hard,12,6,Best,80,0.1226806640625,0.489013671875
Easy-to-hard,12,6,Conformity,80,0.1226806640625,0.9892578125
Easy-to-hard,12,6,Random,80,0.1226806640625,0.68505859375
Hard-to-easy,12,6,Best,90,0.165283203125,0.9892578125
Hard-to-easy,12,6,Conformity,90,0.165283203125,0.98779296875
Hard-to-easy,12,6,Random,90,0.165283203125,0.98828125
Hard-to-easy,12,6,Best,90,0.1827392578125,0.98583984375
Hard-to-easy,12,6,Conformity,90,0.1827392578125,0.9873046875
Hard-to-easy,12,6,Random,90,0.1827392578125,0.9873046875
Hard-to-easy,12,6,Best,90,0.198486328125,0.98828125
Hard-to-easy,12,6,Conformity,90,0.198486328125,0.98779296875
Hard-to-easy,12,6,Random,90,0.198486328125,0.98779296875
Hard-to-easy,12,6,Best,90,0.179931640625,0.9873046875
Hard-to-easy,12,6,Conformity,90,0.179931640625,0.98779296875
Hard-to-easy,12,6,Random,90,0.179931640625,0.9873046875
Hard-to-easy,12,6,Best,90,0.1556396484375,0.98828125
Hard-to-easy,12,6,Conformity,90,0.1556396484375,0.98828125
Hard-to-easy,12,6,Random,90,0.1556396484375,0.98876953125
Hard-to-easy,12,6,Best,90,0.1756591796875,0.98583984375
Hard-to-easy,12,6,Conformity,90,0.1756591796875,0.98583984375
Hard-to-easy,12,6,Random,90,0.1756591796875,0.9873046875
Hard-to-easy,12,6,Best,90,0.1707763671875,0.9892578125
Hard-to-easy,12,6,Conformity,90,0.1707763671875,0.990234375
Hard-to-easy,12,6,Random,90,0.1707763671875,0.990234375
Hard-to-easy,12,6,Best,90,0.160400390625,0.98779296875
Hard-to-easy,12,6,Conformity,90,0.160400390625,0.98779296875
Hard-to-easy,12,6,Random,90,0.160400390625,0.9892578125
Hard-to-easy,12,6,Best,90,0.220947265625,0.99462890625
Hard-to-easy,12,6,Conformity,90,0.220947265625,0.9951171875
Hard-to-easy,12,6,Random,90,0.220947265625,0.99462890625
Hard-to-easy,12,6,Best,90,0.2230224609375,0.99072265625
Hard-to-easy,12,6,Conformity,90,0.2230224609375,0.99072265625
Hard-to-easy,12,6,Random,90,0.2230224609375,0.99072265625
Easy-to-hard,12,6,Best,90,0.08721923828125,0.4013671875
Easy-to-hard,12,6,Conformity,90,0.08721923828125,0.55712890625
Easy-to-hard,12,6,Random,90,0.08721923828125,0.55419921875
Easy-to-hard,12,6,Best,90,0.10479736328125,0.4677734375
Easy-to-hard,12,6,Conformity,90,0.10479736328125,0.54931640625
Easy-to-hard,12,6,Random,90,0.10479736328125,0.54443359375
Easy-to-hard,12,6,Best,90,0.098876953125,0.61865234375
Easy-to-hard,12,6,Conformity,90,0.098876953125,0.595703125
Easy-to-hard,12,6,Random,90,0.098876953125,0.6044921875
Easy-to-hard,12,6,Best,90,0.08270263671875,0.63330078125
Easy-to-hard,12,6,Conformity,90,0.08270263671875,0.49609375
Easy-to-hard,12,6,Random,90,0.08270263671875,0.52783203125
Easy-to-hard,12,6,Best,90,0.1077880859375,0.47998046875
Easy-to-hard,12,6,Conformity,90,0.1077880859375,0.496826171875
Easy-to-hard,12,6,Random,90,0.1077880859375,0.437744140625
Easy-to-hard,12,6,Best,90,0.1383056640625,0.444580078125
Easy-to-hard,12,6,Conformity,90,0.1383056640625,0.533203125
Easy-to-hard,12,6,Random,90,0.1383056640625,0.5380859375
Easy-to-hard,12,6,Best,90,0.1324462890625,0.62841796875
Easy-to-hard,12,6,Conformity,90,0.1324462890625,0.578125
Easy-to-hard,12,6,Random,90,0.1324462890625,0.5546875
Easy-to-hard,12,6,Best,90,0.10467529296875,0.515625
Easy-to-hard,12,6,Conformity,90,0.10467529296875,0.56787109375
Easy-to-hard,12,6,Random,90,0.10467529296875,0.4755859375
Easy-to-hard,12,6,Best,90,0.1318359375,0.493408203125
Easy-to-hard,12,6,Conformity,90,0.1318359375,0.471923828125
Easy-to-hard,12,6,Random,90,0.1318359375,0.5087890625
Easy-to-hard,12,6,Best,90,0.119873046875,0.642578125
Easy-to-hard,12,6,Conformity,90,0.119873046875,0.475830078125
Easy-to-hard,12,6,Random,90,0.119873046875,0.53369140625
Hard-to-easy,12,7,Best,10,0.1844482421875,0.990234375
Hard-to-easy,12,7,Conformity,10,0.1844482421875,0.990234375
Hard-to-easy,12,7,Random,10,0.1844482421875,0.990234375
Hard-to-easy,12,7,Best,10,0.2027587890625,0.9912109375
Hard-to-easy,12,7,Conformity,10,0.2027587890625,0.9912109375
Hard-to-easy,12,7,Random,10,0.2027587890625,0.9912109375
Hard-to-easy,12,7,Best,10,0.182373046875,0.99169921875
Hard-to-easy,12,7,Conformity,10,0.182373046875,0.99169921875
Hard-to-easy,12,7,Random,10,0.182373046875,0.99169921875
Hard-to-easy,12,7,Best,10,0.1796875,0.99072265625
Hard-to-easy,12,7,Conformity,10,0.1796875,0.99072265625
Hard-to-easy,12,7,Random,10,0.1796875,0.99072265625
Hard-to-easy,12,7,Best,10,0.20361328125,0.9912109375
Hard-to-easy,12,7,Conformity,10,0.20361328125,0.9912109375
Hard-to-easy,12,7,Random,10,0.20361328125,0.9912109375
Hard-to-easy,12,7,Best,10,0.1597900390625,0.9912109375
Hard-to-easy,12,7,Conformity,10,0.1597900390625,0.9912109375
Hard-to-easy,12,7,Random,10,0.1597900390625,0.9912109375
Hard-to-easy,12,7,Best,10,0.18505859375,0.99658203125
Hard-to-easy,12,7,Conformity,10,0.18505859375,0.99658203125
Hard-to-easy,12,7,Random,10,0.18505859375,0.99658203125
Hard-to-easy,12,7,Best,10,0.203857421875,0.99072265625
Hard-to-easy,12,7,Conformity,10,0.203857421875,0.99072265625
Hard-to-easy,12,7,Random,10,0.203857421875,0.99072265625
Hard-to-easy,12,7,Best,10,0.1595458984375,0.99072265625
Hard-to-easy,12,7,Conformity,10,0.1595458984375,0.99072265625
Hard-to-easy,12,7,Random,10,0.1595458984375,0.99072265625
Hard-to-easy,12,7,Best,10,0.1898193359375,0.99072265625
Hard-to-easy,12,7,Conformity,10,0.1898193359375,0.99072265625
Hard-to-easy,12,7,Random,10,0.1898193359375,0.99072265625
Easy-to-hard,12,7,Best,10,0.0875244140625,0.990234375
Easy-to-hard,12,7,Conformity,10,0.0875244140625,0.77587890625
Easy-to-hard,12,7,Random,10,0.0875244140625,0.99072265625
Easy-to-hard,12,7,Best,10,0.08551025390625,0.990234375
Easy-to-hard,12,7,Conformity,10,0.08551025390625,0.990234375
Easy-to-hard,12,7,Random,10,0.08551025390625,0.8095703125
Easy-to-hard,12,7,Best,10,0.12371826171875,0.99072265625
Easy-to-hard,12,7,Conformity,10,0.12371826171875,0.99072265625
Easy-to-hard,12,7,Random,10,0.12371826171875,0.900390625
Easy-to-hard,12,7,Best,10,0.08709716796875,0.98974609375
Easy-to-hard,12,7,Conformity,10,0.08709716796875,0.91943359375
Easy-to-hard,12,7,Random,10,0.08709716796875,0.98974609375
Easy-to-hard,12,7,Best,10,0.1590576171875,0.990234375
Easy-to-hard,12,7,Conformity,10,0.1590576171875,0.990234375
Easy-to-hard,12,7,Random,10,0.1590576171875,0.990234375
Easy-to-hard,12,7,Best,10,0.1265869140625,0.990234375
Easy-to-hard,12,7,Conformity,10,0.1265869140625,0.990234375
Easy-to-hard,12,7,Random,10,0.1265869140625,0.93017578125
Easy-to-hard,12,7,Best,10,0.105224609375,0.990234375
Easy-to-hard,12,7,Conformity,10,0.105224609375,0.953125
Easy-to-hard,12,7,Random,10,0.105224609375,0.990234375
Easy-to-hard,12,7,Best,10,0.14404296875,0.98974609375
Easy-to-hard,12,7,Conformity,10,0.14404296875,0.990234375
Easy-to-hard,12,7,Random,10,0.14404296875,0.66162109375
Easy-to-hard,12,7,Best,10,0.142578125,0.990234375
Easy-to-hard,12,7,Conformity,10,0.142578125,0.97412109375
Easy-to-hard,12,7,Random,10,0.142578125,0.990234375
Easy-to-hard,12,7,Best,10,0.151611328125,0.990234375
Easy-to-hard,12,7,Conformity,10,0.151611328125,0.97900390625
Easy-to-hard,12,7,Random,10,0.151611328125,0.61083984375
Hard-to-easy,12,7,Best,20,0.19140625,0.990234375
Hard-to-easy,12,7,Conformity,20,0.19140625,0.990234375
Hard-to-easy,12,7,Random,20,0.19140625,0.990234375
Hard-to-easy,12,7,Best,20,0.1964111328125,0.99072265625
Hard-to-easy,12,7,Conformity,20,0.1964111328125,0.99072265625
Hard-to-easy,12,7,Random,20,0.1964111328125,0.99072265625
Hard-to-easy,12,7,Best,20,0.204345703125,0.990234375
Hard-to-easy,12,7,Conformity,20,0.204345703125,0.990234375
Hard-to-easy,12,7,Random,20,0.204345703125,0.990234375
Hard-to-easy,12,7,Best,20,0.159423828125,0.990234375
Hard-to-easy,12,7,Conformity,20,0.159423828125,0.990234375
Hard-to-easy,12,7,Random,20,0.159423828125,0.990234375
Hard-to-easy,12,7,Best,20,0.1900634765625,0.9921875
Hard-to-easy,12,7,Conformity,20,0.1900634765625,0.9921875
Hard-to-easy,12,7,Random,20,0.1900634765625,0.9921875
Hard-to-easy,12,7,Best,20,0.20703125,0.99072265625
Hard-to-easy,12,7,Conformity,20,0.20703125,0.9931640625
Hard-to-easy,12,7,Random,20,0.20703125,0.9931640625
Hard-to-easy,12,7,Best,20,0.1827392578125,0.99072265625
Hard-to-easy,12,7,Conformity,20,0.1827392578125,0.99072265625
Hard-to-easy,12,7,Random,20,0.1827392578125,0.99072265625
Hard-to-easy,12,7,Best,20,0.1796875,0.99072265625
Hard-to-easy,12,7,Conformity,20,0.1796875,0.99072265625
Hard-to-easy,12,7,Random,20,0.1796875,0.99072265625
Hard-to-easy,12,7,Best,20,0.1904296875,0.99560546875
Hard-to-easy,12,7,Conformity,20,0.1904296875,0.99560546875
Hard-to-easy,12,7,Random,20,0.1904296875,0.99560546875
Hard-to-easy,12,7,Best,20,0.1827392578125,0.9912109375
Hard-to-easy,12,7,Conformity,20,0.1827392578125,0.9912109375
Hard-to-easy,12,7,Random,20,0.1827392578125,0.9912109375
Easy-to-hard,12,7,Best,20,0.12109375,0.990234375
Easy-to-hard,12,7,Conformity,20,0.12109375,0.990234375
Easy-to-hard,12,7,Random,20,0.12109375,0.98974609375
Easy-to-hard,12,7,Best,20,0.1060791015625,0.994140625
Easy-to-hard,12,7,Conformity,20,0.1060791015625,0.994140625
Easy-to-hard,12,7,Random,20,0.1060791015625,0.5302734375
Easy-to-hard,12,7,Best,20,0.11767578125,0.9912109375
Easy-to-hard,12,7,Conformity,20,0.11767578125,0.99072265625
Easy-to-hard,12,7,Random,20,0.11767578125,0.81591796875
Easy-to-hard,12,7,Best,20,0.1484375,0.9912109375
Easy-to-hard,12,7,Conformity,20,0.1484375,0.53662109375
Easy-to-hard,12,7,Random,20,0.1484375,0.81640625
Easy-to-hard,12,7,Best,20,0.12322998046875,0.66748046875
Easy-to-hard,12,7,Conformity,20,0.12322998046875,0.947265625
Easy-to-hard,12,7,Random,20,0.12322998046875,0.529296875
Easy-to-hard,12,7,Best,20,0.11260986328125,0.99072265625
Easy-to-hard,12,7,Conformity,20,0.11260986328125,0.99072265625
Easy-to-hard,12,7,Random,20,0.11260986328125,0.99072265625
Easy-to-hard,12,7,Best,20,0.1033935546875,0.9892578125
Easy-to-hard,12,7,Conformity,20,0.1033935546875,0.990234375
Easy-to-hard,12,7,Random,20,0.1033935546875,0.93212890625
Easy-to-hard,12,7,Best,20,0.159423828125,0.990234375
Easy-to-hard,12,7,Conformity,20,0.159423828125,0.98974609375
Easy-to-hard,12,7,Random,20,0.159423828125,0.990234375
Easy-to-hard,12,7,Best,20,0.129638671875,0.98974609375
Easy-to-hard,12,7,Conformity,20,0.129638671875,0.990234375
Easy-to-hard,12,7,Random,20,0.129638671875,0.98974609375
Easy-to-hard,12,7,Best,20,0.08447265625,0.990234375
Easy-to-hard,12,7,Conformity,20,0.08447265625,0.990234375
Easy-to-hard,12,7,Random,20,0.08447265625,0.931640625
Hard-to-easy,12,7,Best,30,0.1854248046875,0.9912109375
Hard-to-easy,12,7,Conformity,30,0.1854248046875,0.9912109375
Hard-to-easy,12,7,Random,30,0.1854248046875,0.9912109375
Hard-to-easy,12,7,Best,30,0.1964111328125,0.9921875
Hard-to-easy,12,7,Conformity,30,0.1964111328125,0.9921875
Hard-to-easy,12,7,Random,30,0.1964111328125,0.9921875
Hard-to-easy,12,7,Best,30,0.1988525390625,0.990234375
Hard-to-easy,12,7,Conformity,30,0.1988525390625,0.990234375
Hard-to-easy,12,7,Random,30,0.1988525390625,0.990234375
Hard-to-easy,12,7,Best,30,0.184326171875,0.990234375
Hard-to-easy,12,7,Conformity,30,0.184326171875,0.990234375
Hard-to-easy,12,7,Random,30,0.184326171875,0.990234375
Hard-to-easy,12,7,Best,30,0.1610107421875,0.99169921875
Hard-to-easy,12,7,Conformity,30,0.1610107421875,0.98681640625
Hard-to-easy,12,7,Random,30,0.1610107421875,0.99169921875
Hard-to-easy,12,7,Best,30,0.16796875,0.9912109375
Hard-to-easy,12,7,Conformity,30,0.16796875,0.9912109375
Hard-to-easy,12,7,Random,30,0.16796875,0.9912109375
Hard-to-easy,12,7,Best,30,0.1717529296875,0.990234375
Hard-to-easy,12,7,Conformity,30,0.1717529296875,0.990234375
Hard-to-easy,12,7,Random,30,0.1717529296875,0.990234375
Hard-to-easy,12,7,Best,30,0.22265625,0.99072265625
Hard-to-easy,12,7,Conformity,30,0.22265625,0.99072265625
Hard-to-easy,12,7,Random,30,0.22265625,0.99072265625
Hard-to-easy,12,7,Best,30,0.1878662109375,0.990234375
Hard-to-easy,12,7,Conformity,30,0.1878662109375,0.990234375
Hard-to-easy,12,7,Random,30,0.1878662109375,0.990234375
Hard-to-easy,12,7,Best,30,0.182373046875,0.99072265625
Hard-to-easy,12,7,Conformity,30,0.182373046875,0.99072265625
Hard-to-easy,12,7,Random,30,0.182373046875,0.99072265625
Easy-to-hard,12,7,Best,30,0.12249755859375,0.99072265625
Easy-to-hard,12,7,Conformity,30,0.12249755859375,0.990234375
Easy-to-hard,12,7,Random,30,0.12249755859375,0.953125
Easy-to-hard,12,7,Best,30,0.1123046875,0.63134765625
Easy-to-hard,12,7,Conformity,30,0.1123046875,0.9853515625
Easy-to-hard,12,7,Random,30,0.1123046875,0.697265625
Easy-to-hard,12,7,Best,30,0.1085205078125,0.990234375
Easy-to-hard,12,7,Conformity,30,0.1085205078125,0.98046875
Easy-to-hard,12,7,Random,30,0.1085205078125,0.541015625
Easy-to-hard,12,7,Best,30,0.1226806640625,0.990234375
Easy-to-hard,12,7,Conformity,30,0.1226806640625,0.98291015625
Easy-to-hard,12,7,Random,30,0.1226806640625,0.88671875
Easy-to-hard,12,7,Best,30,0.1201171875,0.98974609375
Easy-to-hard,12,7,Conformity,30,0.1201171875,0.900390625
Easy-to-hard,12,7,Random,30,0.1201171875,0.6865234375
Easy-to-hard,12,7,Best,30,0.07379150390625,0.99072265625
Easy-to-hard,12,7,Conformity,30,0.07379150390625,0.86376953125
Easy-to-hard,12,7,Random,30,0.07379150390625,0.99072265625
Easy-to-hard,12,7,Best,30,0.110595703125,0.9970703125
Easy-to-hard,12,7,Conformity,30,0.110595703125,0.53759765625
Easy-to-hard,12,7,Random,30,0.110595703125,0.55908203125
Easy-to-hard,12,7,Best,30,0.11138916015625,0.990234375
Easy-to-hard,12,7,Conformity,30,0.11138916015625,0.6826171875
Easy-to-hard,12,7,Random,30,0.11138916015625,0.98828125
Easy-to-hard,12,7,Best,30,0.1458740234375,0.98095703125
Easy-to-hard,12,7,Conformity,30,0.1458740234375,0.990234375
Easy-to-hard,12,7,Random,30,0.1458740234375,0.9892578125
Easy-to-hard,12,7,Best,30,0.1383056640625,0.99267578125
Easy-to-hard,12,7,Conformity,30,0.1383056640625,0.49169921875
Easy-to-hard,12,7,Random,30,0.1383056640625,0.54833984375
Hard-to-easy,12,7,Best,40,0.1375732421875,0.9912109375
Hard-to-easy,12,7,Conformity,40,0.1375732421875,0.9912109375
Hard-to-easy,12,7,Random,40,0.1375732421875,0.9912109375
Hard-to-easy,12,7,Best,40,0.1761474609375,0.99462890625
Hard-to-easy,12,7,Conformity,40,0.1761474609375,0.99462890625
Hard-to-easy,12,7,Random,40,0.1761474609375,0.99462890625
Hard-to-easy,12,7,Best,40,0.184814453125,0.9921875
Hard-to-easy,12,7,Conformity,40,0.184814453125,0.9921875
Hard-to-easy,12,7,Random,40,0.184814453125,0.9921875
Hard-to-easy,12,7,Best,40,0.171630859375,0.99169921875
Hard-to-easy,12,7,Conformity,40,0.171630859375,0.99169921875
Hard-to-easy,12,7,Random,40,0.171630859375,0.99169921875
Hard-to-easy,12,7,Best,40,0.193359375,0.99072265625
Hard-to-easy,12,7,Conformity,40,0.193359375,0.99072265625
Hard-to-easy,12,7,Random,40,0.193359375,0.99072265625
Hard-to-easy,12,7,Best,40,0.202880859375,0.9912109375
Hard-to-easy,12,7,Conformity,40,0.202880859375,0.9912109375
Hard-to-easy,12,7,Random,40,0.202880859375,0.9912109375
Hard-to-easy,12,7,Best,40,0.1903076171875,0.99609375
Hard-to-easy,12,7,Conformity,40,0.1903076171875,0.99609375
Hard-to-easy,12,7,Random,40,0.1903076171875,0.99609375
Hard-to-easy,12,7,Best,40,0.1993408203125,0.990234375
Hard-to-easy,12,7,Conformity,40,0.1993408203125,0.990234375
Hard-to-easy,12,7,Random,40,0.1993408203125,0.990234375
Hard-to-easy,12,7,Best,40,0.1668701171875,0.9921875
Hard-to-easy,12,7,Conformity,40,0.1668701171875,0.9921875
Hard-to-easy,12,7,Random,40,0.1668701171875,0.9921875
Hard-to-easy,12,7,Best,40,0.2176513671875,0.9912109375
Hard-to-easy,12,7,Conformity,40,0.2176513671875,0.9912109375
Hard-to-easy,12,7,Random,40,0.2176513671875,0.9912109375
Easy-to-hard,12,7,Best,40,0.11138916015625,0.72607421875
Easy-to-hard,12,7,Conformity,40,0.11138916015625,0.8642578125
Easy-to-hard,12,7,Random,40,0.11138916015625,0.990234375
Easy-to-hard,12,7,Best,40,0.1348876953125,0.56689453125
Easy-to-hard,12,7,Conformity,40,0.1348876953125,0.56494140625
Easy-to-hard,12,7,Random,40,0.1348876953125,0.67041015625
Easy-to-hard,12,7,Best,40,0.1187744140625,0.51220703125
Easy-to-hard,12,7,Conformity,40,0.1187744140625,0.98095703125
Easy-to-hard,12,7,Random,40,0.1187744140625,0.71630859375
Easy-to-hard,12,7,Best,40,0.11090087890625,0.990234375
Easy-to-hard,12,7,Conformity,40,0.11090087890625,0.98828125
Easy-to-hard,12,7,Random,40,0.11090087890625,0.92431640625
Easy-to-hard,12,7,Best,40,0.08770751953125,0.990234375
Easy-to-hard,12,7,Conformity,40,0.08770751953125,0.7294921875
Easy-to-hard,12,7,Random,40,0.08770751953125,0.57568359375
Easy-to-hard,12,7,Best,40,0.12841796875,0.98974609375
Easy-to-hard,12,7,Conformity,40,0.12841796875,0.5439453125
Easy-to-hard,12,7,Random,40,0.12841796875,0.990234375
Easy-to-hard,12,7,Best,40,0.1112060546875,0.9921875
Easy-to-hard,12,7,Conformity,40,0.1112060546875,0.88330078125
Easy-to-hard,12,7,Random,40,0.1112060546875,0.9921875
Easy-to-hard,12,7,Best,40,0.144287109375,0.99951171875
Easy-to-hard,12,7,Conformity,40,0.144287109375,0.95703125
Easy-to-hard,12,7,Random,40,0.144287109375,0.99951171875
Easy-to-hard,12,7,Best,40,0.14453125,0.98974609375
Easy-to-hard,12,7,Conformity,40,0.14453125,0.98974609375
Easy-to-hard,12,7,Random,40,0.14453125,0.98974609375
Easy-to-hard,12,7,Best,40,0.146240234375,0.98095703125
Easy-to-hard,12,7,Conformity,40,0.146240234375,0.990234375
Easy-to-hard,12,7,Random,40,0.146240234375,0.85595703125
Hard-to-easy,12,7,Best,50,0.190185546875,0.9921875
Hard-to-easy,12,7,Conformity,50,0.190185546875,0.9921875
Hard-to-easy,12,7,Random,50,0.190185546875,0.9921875
Hard-to-easy,12,7,Best,50,0.185546875,0.9921875
Hard-to-easy,12,7,Conformity,50,0.185546875,0.9921875
Hard-to-easy,12,7,Random,50,0.185546875,0.9921875
Hard-to-easy,12,7,Best,50,0.1983642578125,0.990234375
Hard-to-easy,12,7,Conformity,50,0.1983642578125,0.990234375
Hard-to-easy,12,7,Random,50,0.1983642578125,0.990234375
Hard-to-easy,12,7,Best,50,0.19873046875,0.99072265625
Hard-to-easy,12,7,Conformity,50,0.19873046875,0.99072265625
Hard-to-easy,12,7,Random,50,0.19873046875,0.99072265625
Hard-to-easy,12,7,Best,50,0.1905517578125,0.9912109375
Hard-to-easy,12,7,Conformity,50,0.1905517578125,0.9912109375
Hard-to-easy,12,7,Random,50,0.1905517578125,0.9912109375
Hard-to-easy,12,7,Best,50,0.2144775390625,0.99853515625
Hard-to-easy,12,7,Conformity,50,0.2144775390625,0.99853515625
Hard-to-easy,12,7,Random,50,0.2144775390625,0.99853515625
Hard-to-easy,12,7,Best,50,0.1429443359375,0.9921875
Hard-to-easy,12,7,Conformity,50,0.1429443359375,0.9921875
Hard-to-easy,12,7,Random,50,0.1429443359375,0.9921875
Hard-to-easy,12,7,Best,50,0.1854248046875,0.99072265625
Hard-to-easy,12,7,Conformity,50,0.1854248046875,0.99072265625
Hard-to-easy,12,7,Random,50,0.1854248046875,0.99072265625
Hard-to-easy,12,7,Best,50,0.2115478515625,0.99072265625
Hard-to-easy,12,7,Conformity,50,0.2115478515625,0.99072265625
Hard-to-easy,12,7,Random,50,0.2115478515625,0.99072265625
Hard-to-easy,12,7,Best,50,0.17529296875,0.99560546875
Hard-to-easy,12,7,Conformity,50,0.17529296875,0.99560546875
Hard-to-easy,12,7,Random,50,0.17529296875,0.99560546875
Easy-to-hard,12,7,Best,50,0.1527099609375,0.71826171875
Easy-to-hard,12,7,Conformity,50,0.1527099609375,0.8916015625
Easy-to-hard,12,7,Random,50,0.1527099609375,0.95654296875
Easy-to-hard,12,7,Best,50,0.11090087890625,0.72509765625
