Type,Complexity,Granularity,Strategy,Proportion,Init_Performance,Final_Performance
Hard-to-easy,1,1,Best,10,0.1927,0.9395
Hard-to-easy,1,1,Conformity,10,0.1927,0.9395
Hard-to-easy,1,1,Random,10,0.1927,0.9395
Hard-to-easy,1,1,Best,10,0.2236,0.9424
Hard-to-easy,1,1,Conformity,10,0.2236,0.945
Hard-to-easy,1,1,Random,10,0.2236,0.945
Hard-to-easy,1,1,Best,10,0.1642,0.9307
Hard-to-easy,1,1,Conformity,10,0.1642,0.933
Hard-to-easy,1,1,Random,10,0.1642,0.933
Hard-to-easy,1,1,Best,10,0.2058,0.9297
Hard-to-easy,1,1,Conformity,10,0.2058,0.932
Hard-to-easy,1,1,Random,10,0.2058,0.932
Hard-to-easy,1,1,Best,10,0.1505,0.9297
Hard-to-easy,1,1,Conformity,10,0.1505,0.9297
Hard-to-easy,1,1,Random,10,0.1505,0.9316
Hard-to-easy,1,1,Best,10,0.1838,0.9297
Hard-to-easy,1,1,Conformity,10,0.1838,0.932
Hard-to-easy,1,1,Random,10,0.1838,0.932
Hard-to-easy,1,1,Best,10,0.1904,0.9297
Hard-to-easy,1,1,Conformity,10,0.1904,0.932
Hard-to-easy,1,1,Random,10,0.1904,0.932
Hard-to-easy,1,1,Best,10,0.22,0.9385
Hard-to-easy,1,1,Conformity,10,0.22,0.9385
Hard-to-easy,1,1,Random,10,0.22,0.9385
Hard-to-easy,1,1,Best,10,0.1898,0.9385
Hard-to-easy,1,1,Conformity,10,0.1898,0.9385
Hard-to-easy,1,1,Random,10,0.1898,0.9385
Hard-to-easy,1,1,Best,10,0.2032,0.9385
Hard-to-easy,1,1,Conformity,10,0.2032,0.9385
Hard-to-easy,1,1,Random,10,0.2032,0.9385
Easy-to-hard,1,1,Best,10,0.1879,0.953
Easy-to-hard,1,1,Conformity,10,0.1879,0.958
Easy-to-hard,1,1,Random,10,0.1879,0.958
Easy-to-hard,1,1,Best,10,0.285,0.952
Easy-to-hard,1,1,Conformity,10,0.285,0.957
Easy-to-hard,1,1,Random,10,0.285,0.957
Easy-to-hard,1,1,Best,10,0.1993,0.9478
Easy-to-hard,1,1,Conformity,10,0.1993,0.9526
Easy-to-hard,1,1,Random,10,0.1993,0.9526
Easy-to-hard,1,1,Best,10,0.2125,0.953
Easy-to-hard,1,1,Conformity,10,0.2125,0.958
Easy-to-hard,1,1,Random,10,0.2125,0.958
Easy-to-hard,1,1,Best,10,0.2247,0.9478
Easy-to-hard,1,1,Conformity,10,0.2247,0.9526
Easy-to-hard,1,1,Random,10,0.2247,0.9526
Easy-to-hard,1,1,Best,10,0.202,0.952
Easy-to-hard,1,1,Conformity,10,0.202,0.957
Easy-to-hard,1,1,Random,10,0.202,0.957
Easy-to-hard,1,1,Best,10,0.2281,0.957
Easy-to-hard,1,1,Conformity,10,0.2281,0.957
Easy-to-hard,1,1,Random,10,0.2281,0.957
Easy-to-hard,1,1,Best,10,0.2876,0.9575
Easy-to-hard,1,1,Conformity,10,0.2876,0.962
Easy-to-hard,1,1,Random,10,0.2876,0.962
Easy-to-hard,1,1,Best,10,0.2256,0.9526
Easy-to-hard,1,1,Conformity,10,0.2256,0.9526
Easy-to-hard,1,1,Random,10,0.2256,0.9526
Easy-to-hard,1,1,Best,10,0.2203,0.958
Easy-to-hard,1,1,Conformity,10,0.2203,0.963
Easy-to-hard,1,1,Random,10,0.2203,0.963
Hard-to-easy,1,1,Best,20,0.2269,0.878
Hard-to-easy,1,1,Conformity,20,0.2269,0.8804
Hard-to-easy,1,1,Random,20,0.2269,0.8804
Hard-to-easy,1,1,Best,20,0.2213,0.8706
Hard-to-easy,1,1,Conformity,20,0.2213,0.8706
Hard-to-easy,1,1,Random,20,0.2213,0.8706
Hard-to-easy,1,1,Best,20,0.152,0.868
Hard-to-easy,1,1,Conformity,20,0.152,0.8706
Hard-to-easy,1,1,Random,20,0.152,0.8706
Hard-to-easy,1,1,Best,20,0.153,0.8804
Hard-to-easy,1,1,Conformity,20,0.153,0.8804
Hard-to-easy,1,1,Random,20,0.153,0.8804
Hard-to-easy,1,1,Best,20,0.2214,0.8965
Hard-to-easy,1,1,Conformity,20,0.2214,0.8965
Hard-to-easy,1,1,Random,20,0.2214,0.8965
Hard-to-easy,1,1,Best,20,0.2062,0.894
Hard-to-easy,1,1,Conformity,20,0.2062,0.894
Hard-to-easy,1,1,Random,20,0.2062,0.894
Hard-to-easy,1,1,Best,20,0.1904,0.8859999999999999
Hard-to-easy,1,1,Conformity,20,0.1904,0.8859999999999999
Hard-to-easy,1,1,Random,20,0.1904,0.8859999999999999
Hard-to-easy,1,1,Best,20,0.2057,0.8735
Hard-to-easy,1,1,Conformity,20,0.2057,0.8735
Hard-to-easy,1,1,Random,20,0.2057,0.8735
Hard-to-easy,1,1,Best,20,0.1569,0.868
Hard-to-easy,1,1,Conformity,20,0.1569,0.868
Hard-to-easy,1,1,Random,20,0.1569,0.868
Hard-to-easy,1,1,Best,20,0.161,0.8740000000000001
Hard-to-easy,1,1,Conformity,20,0.161,0.8740000000000001
Hard-to-easy,1,1,Random,20,0.161,0.8740000000000001
Easy-to-hard,1,1,Best,20,0.2312,0.9077
Easy-to-hard,1,1,Conformity,20,0.2312,0.9126
Easy-to-hard,1,1,Random,20,0.2312,0.9126
Easy-to-hard,1,1,Best,20,0.2688,0.9253
Easy-to-hard,1,1,Conformity,20,0.2688,0.9253
Easy-to-hard,1,1,Random,20,0.2688,0.9253
Easy-to-hard,1,1,Best,20,0.1677,0.9106
Easy-to-hard,1,1,Conformity,20,0.1677,0.9155
Easy-to-hard,1,1,Random,20,0.1677,0.9155
Easy-to-hard,1,1,Best,20,0.2776,0.9194
Easy-to-hard,1,1,Conformity,20,0.2776,0.9194
Easy-to-hard,1,1,Random,20,0.2776,0.9194
Easy-to-hard,1,1,Best,20,0.2341,0.9214
Easy-to-hard,1,1,Conformity,20,0.2341,0.9214
Easy-to-hard,1,1,Random,20,0.2341,0.9214
Easy-to-hard,1,1,Best,20,0.3108,0.933
Easy-to-hard,1,1,Conformity,20,0.3108,0.938
Easy-to-hard,1,1,Random,20,0.3108,0.938
Easy-to-hard,1,1,Best,20,0.2386,0.924
Easy-to-hard,1,1,Conformity,20,0.2386,0.924
Easy-to-hard,1,1,Random,20,0.2386,0.924
Easy-to-hard,1,1,Best,20,0.257,0.924
Easy-to-hard,1,1,Conformity,20,0.257,0.924
Easy-to-hard,1,1,Random,20,0.257,0.924
Easy-to-hard,1,1,Best,20,0.2488,0.9194
Easy-to-hard,1,1,Conformity,20,0.2488,0.9194
Easy-to-hard,1,1,Random,20,0.2488,0.9194
Easy-to-hard,1,1,Best,20,0.1941,0.906
Easy-to-hard,1,1,Conformity,20,0.1941,0.9155
Easy-to-hard,1,1,Random,20,0.1941,0.9155
Hard-to-easy,1,1,Best,30,0.2632,0.8335
Hard-to-easy,1,1,Conformity,30,0.2632,0.8335
Hard-to-easy,1,1,Random,30,0.2632,0.8335
Hard-to-easy,1,1,Best,30,0.1938,0.8228
Hard-to-easy,1,1,Conformity,30,0.1938,0.8228
Hard-to-easy,1,1,Random,30,0.1938,0.8228
Hard-to-easy,1,1,Best,30,0.16,0.813
Hard-to-easy,1,1,Conformity,30,0.16,0.813
Hard-to-easy,1,1,Random,30,0.16,0.813
Hard-to-easy,1,1,Best,30,0.1736,0.8290000000000001
Hard-to-easy,1,1,Conformity,30,0.1736,0.8290000000000001
Hard-to-easy,1,1,Random,30,0.1736,0.8290000000000001
Hard-to-easy,1,1,Best,30,0.2177,0.8154
Hard-to-easy,1,1,Conformity,30,0.2177,0.8154
Hard-to-easy,1,1,Random,30,0.2177,0.8154
Hard-to-easy,1,1,Best,30,0.1829,0.8270000000000001
Hard-to-easy,1,1,Conformity,30,0.1829,0.8270000000000001
Hard-to-easy,1,1,Random,30,0.1829,0.8270000000000001
Hard-to-easy,1,1,Best,30,0.2494,0.825
Hard-to-easy,1,1,Conformity,30,0.2494,0.825
Hard-to-easy,1,1,Random,30,0.2494,0.825
Hard-to-easy,1,1,Best,30,0.2228,0.813
Hard-to-easy,1,1,Conformity,30,0.2228,0.813
Hard-to-easy,1,1,Random,30,0.2228,0.813
Hard-to-easy,1,1,Best,30,0.1807,0.813
Hard-to-easy,1,1,Conformity,30,0.1807,0.813
Hard-to-easy,1,1,Random,30,0.1807,0.813
Hard-to-easy,1,1,Best,30,0.1605,0.8203
Hard-to-easy,1,1,Conformity,30,0.1605,0.8203
Hard-to-easy,1,1,Random,30,0.1605,0.8203
Easy-to-hard,1,1,Best,30,0.2455,0.8774
Easy-to-hard,1,1,Conformity,30,0.2455,0.8774
Easy-to-hard,1,1,Random,30,0.2455,0.8774
Easy-to-hard,1,1,Best,30,0.2172,0.8735
Easy-to-hard,1,1,Conformity,30,0.2172,0.8735
Easy-to-hard,1,1,Random,30,0.2172,0.8735
Easy-to-hard,1,1,Best,30,0.2517,0.8740000000000001
Easy-to-hard,1,1,Conformity,30,0.2517,0.8740000000000001
Easy-to-hard,1,1,Random,30,0.2517,0.8740000000000001
Easy-to-hard,1,1,Best,30,0.1953,0.875
Easy-to-hard,1,1,Conformity,30,0.1953,0.875
Easy-to-hard,1,1,Random,30,0.1953,0.875
Easy-to-hard,1,1,Best,30,0.295,0.8774
Easy-to-hard,1,1,Conformity,30,0.295,0.8774
Easy-to-hard,1,1,Random,30,0.295,0.8774
Easy-to-hard,1,1,Best,30,0.2534,0.8784
Easy-to-hard,1,1,Conformity,30,0.2534,0.8784
Easy-to-hard,1,1,Random,30,0.2534,0.8784
Easy-to-hard,1,1,Best,30,0.284,0.89
Easy-to-hard,1,1,Conformity,30,0.284,0.89
Easy-to-hard,1,1,Random,30,0.284,0.89
Easy-to-hard,1,1,Best,30,0.2432,0.8794
Easy-to-hard,1,1,Conformity,30,0.2432,0.8794
Easy-to-hard,1,1,Random,30,0.2432,0.8794
Easy-to-hard,1,1,Best,30,0.2603,0.8745
Easy-to-hard,1,1,Conformity,30,0.2603,0.8745
Easy-to-hard,1,1,Random,30,0.2603,0.8745
Easy-to-hard,1,1,Best,30,0.2198,0.875
Easy-to-hard,1,1,Conformity,30,0.2198,0.875
Easy-to-hard,1,1,Random,30,0.2198,0.875
Hard-to-easy,1,1,Best,40,0.2415,0.7559999999999999
Hard-to-easy,1,1,Conformity,40,0.2415,0.7559999999999999
Hard-to-easy,1,1,Random,40,0.2415,0.7559999999999999
Hard-to-easy,1,1,Best,40,0.1901,0.763
Hard-to-easy,1,1,Conformity,40,0.1901,0.763
Hard-to-easy,1,1,Random,40,0.1901,0.763
Hard-to-easy,1,1,Best,40,0.1613,0.758
Hard-to-easy,1,1,Conformity,40,0.1613,0.758
Hard-to-easy,1,1,Random,40,0.1613,0.758
Hard-to-easy,1,1,Best,40,0.2932,0.7773
Hard-to-easy,1,1,Conformity,40,0.2932,0.7773
Hard-to-easy,1,1,Random,40,0.2932,0.7773
Hard-to-easy,1,1,Best,40,0.2615,0.787
Hard-to-easy,1,1,Conformity,40,0.2615,0.787
Hard-to-easy,1,1,Random,40,0.2615,0.787
Hard-to-easy,1,1,Best,40,0.1803,0.7817
Hard-to-easy,1,1,Conformity,40,0.1803,0.7817
Hard-to-easy,1,1,Random,40,0.1803,0.7817
Hard-to-easy,1,1,Best,40,0.2191,0.7646
Hard-to-easy,1,1,Conformity,40,0.2191,0.7646
Hard-to-easy,1,1,Random,40,0.2191,0.7646
Hard-to-easy,1,1,Best,40,0.2258,0.758
Hard-to-easy,1,1,Conformity,40,0.2258,0.758
Hard-to-easy,1,1,Random,40,0.2258,0.758
Hard-to-easy,1,1,Best,40,0.257,0.7709999999999999
Hard-to-easy,1,1,Conformity,40,0.257,0.7709999999999999
Hard-to-easy,1,1,Random,40,0.257,0.7709999999999999
Hard-to-easy,1,1,Best,40,0.1903,0.7609999999999999
Hard-to-easy,1,1,Conformity,40,0.1903,0.7609999999999999
Hard-to-easy,1,1,Random,40,0.1903,0.7609999999999999
Easy-to-hard,1,1,Best,40,0.1735,0.8237
Easy-to-hard,1,1,Conformity,40,0.1735,0.8237
Easy-to-hard,1,1,Random,40,0.1735,0.8237
Easy-to-hard,1,1,Best,40,0.2878,0.8594
Easy-to-hard,1,1,Conformity,40,0.2878,0.8594
Easy-to-hard,1,1,Random,40,0.2878,0.8594
Easy-to-hard,1,1,Best,40,0.199,0.846
Easy-to-hard,1,1,Conformity,40,0.199,0.846
Easy-to-hard,1,1,Random,40,0.199,0.846
Easy-to-hard,1,1,Best,40,0.2844,0.8420000000000001
Easy-to-hard,1,1,Conformity,40,0.2844,0.8420000000000001
Easy-to-hard,1,1,Random,40,0.2844,0.8420000000000001
Easy-to-hard,1,1,Best,40,0.3147,0.85
Easy-to-hard,1,1,Conformity,40,0.3147,0.85
Easy-to-hard,1,1,Random,40,0.3147,0.85
Easy-to-hard,1,1,Best,40,0.1888,0.8413
Easy-to-hard,1,1,Conformity,40,0.1888,0.8413
Easy-to-hard,1,1,Random,40,0.1888,0.8413
Easy-to-hard,1,1,Best,40,0.1954,0.8403
Easy-to-hard,1,1,Conformity,40,0.1954,0.8403
Easy-to-hard,1,1,Random,40,0.1954,0.8403
Easy-to-hard,1,1,Best,40,0.2177,0.836
Easy-to-hard,1,1,Conformity,40,0.2177,0.836
Easy-to-hard,1,1,Random,40,0.2177,0.836
Easy-to-hard,1,1,Best,40,0.2227,0.846
Easy-to-hard,1,1,Conformity,40,0.2227,0.846
Easy-to-hard,1,1,Random,40,0.2227,0.846
Easy-to-hard,1,1,Best,40,0.1796,0.8457
Easy-to-hard,1,1,Conformity,40,0.1796,0.8457
Easy-to-hard,1,1,Random,40,0.1796,0.8457
Hard-to-easy,1,1,Best,50,0.1891,0.682
Hard-to-easy,1,1,Conformity,50,0.1891,0.682
Hard-to-easy,1,1,Random,50,0.1891,0.682
Hard-to-easy,1,1,Best,50,0.1804,0.696
Hard-to-easy,1,1,Conformity,50,0.1804,0.695
Hard-to-easy,1,1,Random,50,0.1804,0.695
Hard-to-easy,1,1,Best,50,0.2153,0.6846
Hard-to-easy,1,1,Conformity,50,0.2153,0.6846
Hard-to-easy,1,1,Random,50,0.2153,0.6846
Hard-to-easy,1,1,Best,50,0.1699,0.6973
Hard-to-easy,1,1,Conformity,50,0.1699,0.6978
Hard-to-easy,1,1,Random,50,0.1699,0.6978
Hard-to-easy,1,1,Best,50,0.1763,0.674
Hard-to-easy,1,1,Conformity,50,0.1763,0.6743
Hard-to-easy,1,1,Random,50,0.1763,0.6743
Hard-to-easy,1,1,Best,50,0.2096,0.684
Hard-to-easy,1,1,Conformity,50,0.2096,0.6855
Hard-to-easy,1,1,Random,50,0.2096,0.6855
Hard-to-easy,1,1,Best,50,0.208,0.691
Hard-to-easy,1,1,Conformity,50,0.208,0.6920000000000001
Hard-to-easy,1,1,Random,50,0.208,0.6920000000000001
Hard-to-easy,1,1,Best,50,0.2325,0.7104
Hard-to-easy,1,1,Conformity,50,0.2325,0.7114
Hard-to-easy,1,1,Random,50,0.2325,0.7114
Hard-to-easy,1,1,Best,50,0.1732,0.682
Hard-to-easy,1,1,Conformity,50,0.1732,0.682
Hard-to-easy,1,1,Random,50,0.1732,0.6829999999999999
Hard-to-easy,1,1,Best,50,0.2368,0.6997
Hard-to-easy,1,1,Conformity,50,0.2368,0.6997
Hard-to-easy,1,1,Random,50,0.2368,0.6997
Easy-to-hard,1,1,Best,50,0.3003,0.8009999999999999
Easy-to-hard,1,1,Conformity,50,0.3003,0.8009999999999999
Easy-to-hard,1,1,Random,50,0.3003,0.8009999999999999
Easy-to-hard,1,1,Best,50,0.2932,0.7925
Easy-to-hard,1,1,Conformity,50,0.2932,0.7925
Easy-to-hard,1,1,Random,50,0.2932,0.7925
Easy-to-hard,1,1,Best,50,0.2178,0.7876
Easy-to-hard,1,1,Conformity,50,0.2178,0.7886
Easy-to-hard,1,1,Random,50,0.2178,0.7886
Easy-to-hard,1,1,Best,50,0.2234,0.787
Easy-to-hard,1,1,Conformity,50,0.2234,0.7879999999999999
Easy-to-hard,1,1,Random,50,0.2234,0.787
Easy-to-hard,1,1,Best,50,0.2009,0.7879999999999999
Easy-to-hard,1,1,Conformity,50,0.2009,0.789
Easy-to-hard,1,1,Random,50,0.2009,0.789
Easy-to-hard,1,1,Best,50,0.2522,0.787
Easy-to-hard,1,1,Conformity,50,0.2522,0.787
Easy-to-hard,1,1,Random,50,0.2522,0.7879999999999999
Easy-to-hard,1,1,Best,50,0.2517,0.7837
Easy-to-hard,1,1,Conformity,50,0.2517,0.7837
Easy-to-hard,1,1,Random,50,0.2517,0.7837
Easy-to-hard,1,1,Best,50,0.2715,0.7925
Easy-to-hard,1,1,Conformity,50,0.2715,0.7925
Easy-to-hard,1,1,Random,50,0.2715,0.7925
Easy-to-hard,1,1,Best,50,0.1746,0.77
Easy-to-hard,1,1,Conformity,50,0.1746,0.77
Easy-to-hard,1,1,Random,50,0.1746,0.77
Easy-to-hard,1,1,Best,50,0.2399,0.7925
Easy-to-hard,1,1,Conformity,50,0.2399,0.7925
Easy-to-hard,1,1,Random,50,0.2399,0.7925
Hard-to-easy,1,1,Best,60,0.1656,0.6426
Hard-to-easy,1,1,Conformity,60,0.1656,0.6426
Hard-to-easy,1,1,Random,60,0.1656,0.6426
Hard-to-easy,1,1,Best,60,0.1646,0.6294
Hard-to-easy,1,1,Conformity,60,0.1646,0.6294
Hard-to-easy,1,1,Random,60,0.1646,0.6294
Hard-to-easy,1,1,Best,60,0.2034,0.6445
Hard-to-easy,1,1,Conformity,60,0.2034,0.6445
Hard-to-easy,1,1,Random,60,0.2034,0.6445
Hard-to-easy,1,1,Best,60,0.2017,0.6416
Hard-to-easy,1,1,Conformity,60,0.2017,0.6416
Hard-to-easy,1,1,Random,60,0.2017,0.6416
Hard-to-easy,1,1,Best,60,0.2274,0.6465
Hard-to-easy,1,1,Conformity,60,0.2274,0.6465
Hard-to-easy,1,1,Random,60,0.2274,0.6465
Hard-to-easy,1,1,Best,60,0.1785,0.634
Hard-to-easy,1,1,Conformity,60,0.1785,0.634
Hard-to-easy,1,1,Random,60,0.1785,0.634
Hard-to-easy,1,1,Best,60,0.1986,0.6587
Hard-to-easy,1,1,Conformity,60,0.1986,0.6587
Hard-to-easy,1,1,Random,60,0.1986,0.6587
Hard-to-easy,1,1,Best,60,0.1976,0.6629999999999999
Hard-to-easy,1,1,Conformity,60,0.1976,0.6629999999999999
Hard-to-easy,1,1,Random,60,0.1976,0.6636
Hard-to-easy,1,1,Best,60,0.1862,0.6514
Hard-to-easy,1,1,Conformity,60,0.1862,0.6514
Hard-to-easy,1,1,Random,60,0.1862,0.6514
Hard-to-easy,1,1,Best,60,0.2083,0.635
Hard-to-easy,1,1,Conformity,60,0.2083,0.635
Hard-to-easy,1,1,Random,60,0.2083,0.635
Easy-to-hard,1,1,Best,60,0.2854,0.7709999999999999
Easy-to-hard,1,1,Conformity,60,0.2854,0.7709999999999999
Easy-to-hard,1,1,Random,60,0.2854,0.7709999999999999
Easy-to-hard,1,1,Best,60,0.2015,0.7524
Easy-to-hard,1,1,Conformity,60,0.2015,0.7524
Easy-to-hard,1,1,Random,60,0.2015,0.7524
Easy-to-hard,1,1,Best,60,0.2445,0.7764
Easy-to-hard,1,1,Conformity,60,0.2445,0.7764
Easy-to-hard,1,1,Random,60,0.2445,0.7764
Easy-to-hard,1,1,Best,60,0.2888,0.7734
Easy-to-hard,1,1,Conformity,60,0.2888,0.7734
Easy-to-hard,1,1,Random,60,0.2888,0.7734
Easy-to-hard,1,1,Best,60,0.264,0.7759999999999999
Easy-to-hard,1,1,Conformity,60,0.264,0.7759999999999999
Easy-to-hard,1,1,Random,60,0.264,0.7759999999999999
Easy-to-hard,1,1,Best,60,0.1567,0.7440000000000001
Easy-to-hard,1,1,Conformity,60,0.1567,0.745
Easy-to-hard,1,1,Random,60,0.1567,0.7440000000000001
Easy-to-hard,1,1,Best,60,0.2544,0.757
Easy-to-hard,1,1,Conformity,60,0.2544,0.758
Easy-to-hard,1,1,Random,60,0.2544,0.758
Easy-to-hard,1,1,Best,60,0.2174,0.7544
Easy-to-hard,1,1,Conformity,60,0.2174,0.7544
Easy-to-hard,1,1,Random,60,0.2174,0.7544
Easy-to-hard,1,1,Best,60,0.2194,0.7476
Easy-to-hard,1,1,Conformity,60,0.2194,0.7485
Easy-to-hard,1,1,Random,60,0.2194,0.7485
Easy-to-hard,1,1,Best,60,0.2198,0.765
Easy-to-hard,1,1,Conformity,60,0.2198,0.765
Easy-to-hard,1,1,Random,60,0.2198,0.765
Hard-to-easy,1,1,Best,70,0.1687,0.5605
Hard-to-easy,1,1,Conformity,70,0.1687,0.5605
Hard-to-easy,1,1,Random,70,0.1687,0.5605
Hard-to-easy,1,1,Best,70,0.2217,0.6035
Hard-to-easy,1,1,Conformity,70,0.2217,0.6035
Hard-to-easy,1,1,Random,70,0.2217,0.6035
Hard-to-easy,1,1,Best,70,0.2832,0.614
Hard-to-easy,1,1,Conformity,70,0.2832,0.6143
Hard-to-easy,1,1,Random,70,0.2832,0.6143
Hard-to-easy,1,1,Best,70,0.1932,0.6
Hard-to-easy,1,1,Conformity,70,0.1932,0.6
Hard-to-easy,1,1,Random,70,0.1932,0.6
Hard-to-easy,1,1,Best,70,0.2732,0.632
Hard-to-easy,1,1,Conformity,70,0.2732,0.632
Hard-to-easy,1,1,Random,70,0.2732,0.632
Hard-to-easy,1,1,Best,70,0.203,0.5760000000000001
Hard-to-easy,1,1,Conformity,70,0.203,0.5767
Hard-to-easy,1,1,Random,70,0.203,0.5767
Hard-to-easy,1,1,Best,70,0.1932,0.5713
Hard-to-easy,1,1,Conformity,70,0.1932,0.5713
Hard-to-easy,1,1,Random,70,0.1932,0.5713
Hard-to-easy,1,1,Best,70,0.197,0.5670000000000001
Hard-to-easy,1,1,Conformity,70,0.197,0.5670000000000001
Hard-to-easy,1,1,Random,70,0.197,0.5670000000000001
Hard-to-easy,1,1,Best,70,0.1632,0.575
Hard-to-easy,1,1,Conformity,70,0.1632,0.575
Hard-to-easy,1,1,Random,70,0.1632,0.575
Hard-to-easy,1,1,Best,70,0.2054,0.574
Hard-to-easy,1,1,Conformity,70,0.2054,0.574
Hard-to-easy,1,1,Random,70,0.2054,0.574
Easy-to-hard,1,1,Best,70,0.2373,0.72
Easy-to-hard,1,1,Conformity,70,0.2373,0.72
Easy-to-hard,1,1,Random,70,0.2373,0.72
Easy-to-hard,1,1,Best,70,0.3052,0.7509999999999999
Easy-to-hard,1,1,Conformity,70,0.3052,0.7509999999999999
Easy-to-hard,1,1,Random,70,0.3052,0.7509999999999999
Easy-to-hard,1,1,Best,70,0.2446,0.7290000000000001
Easy-to-hard,1,1,Conformity,70,0.2446,0.7290000000000001
Easy-to-hard,1,1,Random,70,0.2446,0.7290000000000001
Easy-to-hard,1,1,Best,70,0.2279,0.715
Easy-to-hard,1,1,Conformity,70,0.2279,0.715
Easy-to-hard,1,1,Random,70,0.2279,0.715
Easy-to-hard,1,1,Best,70,0.2135,0.72
Easy-to-hard,1,1,Conformity,70,0.2135,0.72
Easy-to-hard,1,1,Random,70,0.2135,0.72
Easy-to-hard,1,1,Best,70,0.2281,0.723
Easy-to-hard,1,1,Conformity,70,0.2281,0.723
Easy-to-hard,1,1,Random,70,0.2281,0.723
Easy-to-hard,1,1,Best,70,0.2004,0.7153
Easy-to-hard,1,1,Conformity,70,0.2004,0.7153
Easy-to-hard,1,1,Random,70,0.2004,0.7153
Easy-to-hard,1,1,Best,70,0.2754,0.7373
Easy-to-hard,1,1,Conformity,70,0.2754,0.7373
Easy-to-hard,1,1,Random,70,0.2754,0.7373
Easy-to-hard,1,1,Best,70,0.2491,0.7344
Easy-to-hard,1,1,Conformity,70,0.2491,0.7344
Easy-to-hard,1,1,Random,70,0.2491,0.7344
Easy-to-hard,1,1,Best,70,0.2368,0.733
Easy-to-hard,1,1,Conformity,70,0.2368,0.733
Easy-to-hard,1,1,Random,70,0.2368,0.733
Hard-to-easy,1,1,Best,80,0.1681,0.5063
Hard-to-easy,1,1,Conformity,80,0.1681,0.5073
Hard-to-easy,1,1,Random,80,0.1681,0.5073
Hard-to-easy,1,1,Best,80,0.2465,0.5379999999999999
Hard-to-easy,1,1,Conformity,80,0.2465,0.5386
Hard-to-easy,1,1,Random,80,0.2465,0.5386
Hard-to-easy,1,1,Best,80,0.1971,0.506
Hard-to-easy,1,1,Conformity,80,0.1971,0.506
Hard-to-easy,1,1,Random,80,0.1971,0.506
Hard-to-easy,1,1,Best,80,0.1886,0.517
Hard-to-easy,1,1,Conformity,80,0.1886,0.517
Hard-to-easy,1,1,Random,80,0.1886,0.517
Hard-to-easy,1,1,Best,80,0.1938,0.499
Hard-to-easy,1,1,Conformity,80,0.1938,0.5
Hard-to-easy,1,1,Random,80,0.1938,0.5
Hard-to-easy,1,1,Best,80,0.2104,0.5254
Hard-to-easy,1,1,Conformity,80,0.2104,0.5264
Hard-to-easy,1,1,Random,80,0.2104,0.5264
Hard-to-easy,1,1,Best,80,0.1777,0.4946
Hard-to-easy,1,1,Conformity,80,0.1777,0.4946
Hard-to-easy,1,1,Random,80,0.1777,0.4946
Hard-to-easy,1,1,Best,80,0.1757,0.5005
Hard-to-easy,1,1,Conformity,80,0.1757,0.5024
Hard-to-easy,1,1,Random,80,0.1757,0.5024
Hard-to-easy,1,1,Best,80,0.1477,0.503
Hard-to-easy,1,1,Conformity,80,0.1477,0.504
Hard-to-easy,1,1,Random,80,0.1477,0.504
Hard-to-easy,1,1,Best,80,0.2028,0.5137
Hard-to-easy,1,1,Conformity,80,0.2028,0.5156
Hard-to-easy,1,1,Random,80,0.2028,0.515
Easy-to-hard,1,1,Best,80,0.17800000000000002,0.6665
Easy-to-hard,1,1,Conformity,80,0.17800000000000002,0.6675
Easy-to-hard,1,1,Random,80,0.17800000000000002,0.6675
Easy-to-hard,1,1,Best,80,0.194,0.6523
Easy-to-hard,1,1,Conformity,80,0.194,0.6543
Easy-to-hard,1,1,Random,80,0.194,0.6543
Easy-to-hard,1,1,Best,80,0.2255,0.6675
Easy-to-hard,1,1,Conformity,80,0.2255,0.6685
Easy-to-hard,1,1,Random,80,0.2255,0.6685
Easy-to-hard,1,1,Best,80,0.256,0.6953
Easy-to-hard,1,1,Conformity,80,0.256,0.6953
Easy-to-hard,1,1,Random,80,0.256,0.6953
Easy-to-hard,1,1,Best,80,0.2349,0.66
Easy-to-hard,1,1,Conformity,80,0.2349,0.6626
Easy-to-hard,1,1,Random,80,0.2349,0.6626
Easy-to-hard,1,1,Best,80,0.2191,0.6826
Easy-to-hard,1,1,Conformity,80,0.2191,0.6826
Easy-to-hard,1,1,Random,80,0.2191,0.6826
Easy-to-hard,1,1,Best,80,0.2756,0.6753
Easy-to-hard,1,1,Conformity,80,0.2756,0.6772
Easy-to-hard,1,1,Random,80,0.2756,0.6772
Easy-to-hard,1,1,Best,80,0.2854,0.6855
Easy-to-hard,1,1,Conformity,80,0.2854,0.6855
Easy-to-hard,1,1,Random,80,0.2854,0.6855
Easy-to-hard,1,1,Best,80,0.2644,0.6816
Easy-to-hard,1,1,Conformity,80,0.2644,0.6816
Easy-to-hard,1,1,Random,80,0.2644,0.6816
Easy-to-hard,1,1,Best,80,0.2269,0.647
Easy-to-hard,1,1,Conformity,80,0.2269,0.649
Easy-to-hard,1,1,Random,80,0.2269,0.649
Hard-to-easy,1,1,Best,90,0.1919,0.383
Hard-to-easy,1,1,Conformity,90,0.1919,0.3833
Hard-to-easy,1,1,Random,90,0.1919,0.3833
Hard-to-easy,1,1,Best,90,0.1736,0.3784
Hard-to-easy,1,1,Conformity,90,0.1736,0.3784
Hard-to-easy,1,1,Random,90,0.1736,0.3784
