trial,network,nodes,edges,probability,distribution,task,proportion,peak,power,srd,samples,steps,time,strategy,init_max_performance,p0,p500,s0,s500
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,8.34,Random,0.5846,0.0121,0.9144,100,7
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,7.0,Best,0.5019,0.0094,0.8563,100,13
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,6.99,Conformity,0.5019,0.0094,0.8918,100,13
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,9.93,Random,0.5019,0.0094,0.8814,100,9
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,6.6,Best,0.7066,0.0144,0.8916,100,10
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,6.9,Conformity,0.7066,0.0144,0.9041,100,6
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,3,500,9.1,Random,0.7066,0.0144,0.8632,100,11
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,4.68,Best,0.9285,0.1171,0.7446,100,34
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,5.39,Conformity,0.9285,0.1171,0.7977,100,28
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,6.44,Random,0.9285,0.1171,0.732,100,33
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,4.42,Best,0.8516,0.1272,0.7615,100,26
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,6.54,Conformity,0.8516,0.1272,0.7885,100,26
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,11.12,Random,0.8516,0.1272,0.7578,100,35
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,4.63,Best,0.9647,0.1142,0.726,100,33
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,4.67,Conformity,0.9647,0.1142,0.8429,100,7
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,6.12,Random,0.9647,0.1142,0.8063,100,28
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,4.46,Best,0.9939,0.1117,0.7272,100,29
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,4.86,Conformity,0.9939,0.1117,0.744,100,32
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,15.88,Random,0.9939,0.1117,0.8444,100,18
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,5.42,Best,0.9984,0.1233,0.7872,98,26
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,5.49,Conformity,0.9984,0.1233,0.8039,98,30
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,6.97,Random,0.9984,0.1233,0.7602,98,29
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,6.16,Best,0.882,0.1288,0.8122,100,19
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,5.22,Conformity,0.882,0.1288,0.7163,100,25
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,7.59,Random,0.882,0.1288,0.7307,100,35
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,6.52,Best,0.9937,0.1497,0.7385,100,30
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,7.35,Conformity,0.9937,0.1497,0.7598,100,31
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,10.61,Random,0.9937,0.1497,0.7804,100,21
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,10.12,Best,0.9691,0.0973,0.8292,99,10
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,26.02,Conformity,0.9691,0.0973,0.8157,99,23
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,31.56,Random,0.9691,0.0973,0.8329,99,25
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,8.34,Best,0.9411,0.1101,0.8353,100,10
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,9.28,Conformity,0.9411,0.1101,0.8227,100,8
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,12.51,Random,0.9411,0.1101,0.7882,100,28
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,7.04,Best,0.8676,0.0898,0.6878,100,38
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,5.07,Conformity,0.8676,0.0898,0.7713,100,34
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,3,500,7.17,Random,0.8676,0.0898,0.7343,100,40
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,10.53,Best,0.3743,0.0152,0.8902,100,9
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,8.99,Conformity,0.3743,0.0152,0.8711,100,13
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,9.82,Random,0.3743,0.0152,0.9126,100,7
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.48,Best,0.7998,0.0312,0.8973,99,8
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.39,Conformity,0.7998,0.0312,0.8933,99,9
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,10.28,Random,0.7998,0.0312,0.8982,99,8
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.17,Best,0.3636,0.0155,0.9023,98,8
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,8.75,Conformity,0.3636,0.0155,0.9006,98,9
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,10.15,Random,0.3636,0.0155,0.8734,98,14
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.35,Best,0.3605,0.008,0.8623,99,13
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.28,Conformity,0.3605,0.008,0.8882,99,8
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,10.96,Random,0.3605,0.008,0.8823,99,10
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,14.98,Best,0.4265,0.0066,0.902,100,8
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,16.78,Conformity,0.4265,0.0066,0.896,100,11
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,21.52,Random,0.4265,0.0066,0.8695,100,12
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,15.11,Best,0.5578,0.0137,0.8754,100,12
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,8.95,Conformity,0.5578,0.0137,0.9101,100,7
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,8.98,Random,0.5578,0.0137,0.9054,100,10
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.19,Best,0.6545,0.019,0.8982,100,11
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,7.12,Conformity,0.6545,0.019,0.8911,100,13
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,10.22,Random,0.6545,0.019,0.8709,100,11
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,8.65,Best,0.7627,0.0141,0.9067,100,7
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,10.49,Conformity,0.7627,0.0141,0.9033,100,7
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,8.97,Random,0.7627,0.0141,0.8753,100,12
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,6.8,Best,0.8262,0.0258,0.9022,100,8
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,6.91,Conformity,0.8262,0.0258,0.9054,100,8
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,9.5,Random,0.8262,0.0258,0.8809,100,13
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,6.53,Best,0.5169,0.0105,0.8914,99,8
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,9.97,Conformity,0.5169,0.0105,0.8792,99,11
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,4,500,9.89,Random,0.5169,0.0105,0.9049,99,9
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,10.36,Best,0.9673,0.1257,0.7675,100,29
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,11.82,Conformity,0.9673,0.1257,0.8239,100,19
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,12.38,Random,0.9673,0.1257,0.7714,100,23
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,9.99,Best,0.9059,0.094,0.8471,98,7
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,7.53,Conformity,0.9059,0.094,0.8339,98,15
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,10.21,Random,0.9059,0.094,0.7694,98,40
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,9.19,Best,0.9015,0.1228,0.8836,100,6
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,8.69,Conformity,0.9015,0.1228,0.7919,100,23
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,10.83,Random,0.9015,0.1228,0.7735,100,33
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,7.43,Best,0.8422,0.1079,0.81,100,18
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,8.51,Conformity,0.8422,0.1079,0.7665,100,28
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,11.75,Random,0.8422,0.1079,0.7924,100,26
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,8.11,Best,0.823,0.1181,0.8019,99,17
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,9.77,Conformity,0.823,0.1181,0.7822,99,29
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,11.26,Random,0.823,0.1181,0.7374,99,25
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,8.33,Best,0.9836,0.1188,0.7909,99,17
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,8.67,Conformity,0.9836,0.1188,0.7776,99,27
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,11.4,Random,0.9836,0.1188,0.7912,99,27
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,8.19,Best,0.7295,0.0665,0.7209,100,26
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,10.44,Conformity,0.7295,0.0665,0.8115,100,22
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,12.82,Random,0.7295,0.0665,0.7779,100,28
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,14.5,Best,0.8362,0.1052,0.8299,100,14
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,15.96,Conformity,0.8362,0.1052,0.8346,100,12
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,21.43,Random,0.8362,0.1052,0.754,100,20
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,15.47,Best,0.8362,0.0712,0.7982,100,20
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,18.67,Conformity,0.8362,0.0712,0.8487,100,13
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,11.8,Random,0.8362,0.0712,0.7234,100,36
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,9.24,Best,0.9353,0.1249,0.7522,100,32
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,7.82,Conformity,0.9353,0.1249,0.8114,100,16
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,4,500,10.35,Random,0.9353,0.1249,0.8673,100,13
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,15.92,Best,0.7998,0.0171,0.8617,99,19
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,15.67,Conformity,0.7998,0.0171,0.9248,99,6
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,19.72,Random,0.7998,0.0171,0.8896,99,9
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,15.26,Best,0.3281,0.0099,0.8874,100,9
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,15.86,Conformity,0.3281,0.0099,0.9091,100,7
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,13.96,Random,0.3281,0.0099,0.9048,100,7
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,9.09,Best,0.286,0.0072,0.8741,99,10
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,8.91,Conformity,0.286,0.0072,0.8864,99,10
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,23.66,Random,0.286,0.0072,0.8926,99,10
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,18.25,Best,0.597,0.0247,0.9062,97,7
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,21.24,Conformity,0.597,0.0247,0.9147,97,7
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,25.16,Random,0.597,0.0247,0.8988,97,8
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,16.99,Best,0.2808,0.0155,0.8467,100,13
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,18.21,Conformity,0.2808,0.0155,0.8878,100,12
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,23.65,Random,0.2808,0.0155,0.869,100,15
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,18.96,Best,0.4559,0.0176,0.8992,100,7
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,21.3,Conformity,0.4559,0.0176,0.8749,100,12
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,20.47,Random,0.4559,0.0176,0.8939,100,9
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,15.83,Best,0.7139,0.02,0.8959,100,8
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,17.54,Conformity,0.7139,0.02,0.8893,100,11
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,24.14,Random,0.7139,0.02,0.8685,100,13
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,18.61,Best,0.398,0.0106,0.846,100,13
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,18.85,Conformity,0.398,0.0106,0.8512,100,13
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,23.99,Random,0.398,0.0106,0.8332,100,15
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,18.53,Best,0.7627,0.0311,0.8414,99,13
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,17.32,Conformity,0.7627,0.0311,0.8992,99,9
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,31.09,Random,0.7627,0.0311,0.8751,99,11
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,22.32,Best,0.3061,0.0132,0.8481,100,14
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,15.85,Conformity,0.3061,0.0132,0.8469,100,13
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,5,500,20.93,Random,0.3061,0.0132,0.8731,100,13
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,8.5,Best,0.9612,0.1347,0.7573,99,13
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,8.62,Conformity,0.9612,0.1347,0.7435,99,32
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,10.07,Random,0.9612,0.1347,0.7296,99,37
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,8.55,Best,0.7799,0.0838,0.7561,100,24
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,22.2,Conformity,0.7799,0.0838,0.8468,100,10
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,11.9,Random,0.7799,0.0838,0.7436,100,37
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,10.81,Best,0.8817,0.0868,0.7489,100,19
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,18.02,Conformity,0.8817,0.0868,0.8562,100,20
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,20.39,Random,0.8817,0.0868,0.864,100,6
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,6.89,Best,0.8806,0.1005,0.777,99,16
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,7.27,Conformity,0.8806,0.1005,0.7552,99,34
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,12.62,Random,0.8806,0.1005,0.7878,99,32
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,9.8,Best,0.936,0.0871,0.6997,99,35
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,9.52,Conformity,0.936,0.0871,0.8334,99,16
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,21.04,Random,0.936,0.0871,0.7692,99,33
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,12.22,Best,0.9842,0.1284,0.7706,100,20
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,13.23,Conformity,0.9842,0.1284,0.7582,100,22
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,21.18,Random,0.9842,0.1284,0.703,100,33
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,15.69,Best,0.8544,0.1721,0.8067,99,24
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,20.74,Conformity,0.8544,0.1721,0.7875,99,20
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,26.08,Random,0.8544,0.1721,0.8245,99,19
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,20.78,Best,0.9248,0.1392,0.7691,98,32
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,22.18,Conformity,0.9248,0.1392,0.7889,98,29
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,21.79,Random,0.9248,0.1392,0.7901,98,27
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,8.58,Best,0.9252,0.1117,0.7677,99,27
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,9.5,Conformity,0.9252,0.1117,0.8317,99,19
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,12.36,Random,0.9252,0.1117,0.7221,99,45
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,14.18,Best,0.9908,0.1298,0.7747,100,26
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,16.58,Conformity,0.9908,0.1298,0.8247,100,15
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,5,500,22.17,Random,0.9908,0.1298,0.8209,100,18
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,17.0,Best,0.2636,0.0116,0.878,100,11
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,16.38,Conformity,0.2636,0.0116,0.8921,100,9
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,15.92,Random,0.2636,0.0116,0.8826,100,11
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,11.23,Best,0.2704,0.0129,0.8806,99,14
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,10.53,Conformity,0.2704,0.0129,0.8964,99,8
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,14.22,Random,0.2704,0.0129,0.9036,99,8
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,11.33,Best,0.4466,0.0153,0.8932,100,8
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,13.87,Conformity,0.4466,0.0153,0.8761,100,13
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,13.64,Random,0.4466,0.0153,0.8883,100,10
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,10.85,Best,0.5952,0.0082,0.8755,100,15
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,11.03,Conformity,0.5952,0.0082,0.9017,100,10
4,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,14.63,Random,0.5952,0.0082,0.8957,100,11
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,10.19,Best,0.8085,0.0159,0.8929,99,10
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,14.76,Conformity,0.8085,0.0159,0.8824,99,10
5,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,20.52,Random,0.8085,0.0159,0.8809,99,11
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,15.02,Best,0.5952,0.0124,0.8986,99,8
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,15.61,Conformity,0.5952,0.0124,0.8953,99,13
6,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,19.84,Random,0.5952,0.0124,0.8897,99,12
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,17.55,Best,0.2011,0.003,0.8466,99,18
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,15.23,Conformity,0.2011,0.003,0.8962,99,9
7,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,17.16,Random,0.2011,0.003,0.922,99,7
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,10.9,Best,0.4265,0.0148,0.8533,100,19
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,12.35,Conformity,0.4265,0.0148,0.8728,100,13
8,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,13.86,Random,0.4265,0.0148,0.8881,100,9
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,10.26,Best,0.586,0.0153,0.9015,99,8
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,11.1,Conformity,0.586,0.0153,0.8671,99,11
9,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,13.46,Random,0.586,0.0153,0.8668,99,12
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,11.45,Best,0.4576,0.0114,0.9008,100,9
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,10.54,Conformity,0.4576,0.0114,0.8528,100,9
10,WS,100,500,0.1,ND,Ackley,50,1023,8,4,6,500,13.76,Random,0.4576,0.0114,0.8767,100,16
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.75,Best,0.9549,0.1308,0.7162,98,30
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,14.12,Conformity,0.9549,0.1308,0.8163,98,20
1,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,14.74,Random,0.9549,0.1308,0.807,98,20
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,11.46,Best,0.9617,0.1098,0.7498,100,33
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,12.62,Conformity,0.9617,0.1098,0.8288,100,22
2,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,19.26,Random,0.9617,0.1098,0.791,100,25
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,13.63,Best,0.9836,0.0864,0.737,98,28
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.24,Conformity,0.9836,0.0864,0.843,98,21
3,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,22.64,Random,0.9836,0.0864,0.7174,98,33
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.29,Best,0.9859,0.0786,0.7786,100,18
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,14.1,Conformity,0.9859,0.0786,0.8303,100,12
4,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,17.6,Random,0.9859,0.0786,0.761,100,26
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,11.8,Best,0.8989,0.1131,0.8186,99,8
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,14.72,Conformity,0.8989,0.1131,0.7954,99,32
5,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.55,Random,0.8989,0.1131,0.7989,99,26
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,12.37,Best,0.9508,0.0686,0.7791,100,22
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,12.12,Conformity,0.9508,0.0686,0.8467,100,20
6,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.65,Random,0.9508,0.0686,0.8219,100,20
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,13.15,Best,0.98,0.11,0.7505,100,24
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,10.41,Conformity,0.98,0.11,0.7666,100,17
7,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,14.2,Random,0.98,0.11,0.84,100,8
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,13.0,Best,0.9804,0.134,0.7096,99,27
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.88,Conformity,0.9804,0.134,0.8478,99,22
8,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,21.41,Random,0.9804,0.134,0.8132,99,21
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,14.77,Best,0.9816,0.1281,0.7425,100,22
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.42,Conformity,0.9816,0.1281,0.8465,100,17
9,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,21.07,Random,0.9816,0.1281,0.826,100,19
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,16.54,Best,0.9939,0.1543,0.7639,100,30
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,17.86,Conformity,0.9939,0.1543,0.776,100,29
10,WS,100,500,0.1,ND,Rastrigin,50,1023,8,4,6,500,21.24,Random,0.9939,0.1543,0.8124,100,27
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,12.97,Best,0.5081,0.0222,0.8765,100,13
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,12.99,Conformity,0.5081,0.0222,0.8936,100,9
1,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,17.17,Random,0.5081,0.0222,0.8953,100,10
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,22.12,Best,0.7998,0.0221,0.8956,100,8
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,15.68,Conformity,0.7998,0.0221,0.8925,100,11
2,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,16.59,Random,0.7998,0.0221,0.8972,100,8
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,13.55,Best,0.8085,0.0245,0.8603,100,15
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,13.8,Conformity,0.8085,0.0245,0.8907,100,10
3,WS,100,500,0.1,ND,Ackley,50,1023,8,4,7,500,22.78,Random,0.8085,0.0245,0.907,100,8
