trial,network,nodes,edges,probability,distribution,task,proportion,peak,power,srd,samples,steps,time,strategy,init_max_performance,p0,p500,s0,s500
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,7.71,Random,1.0,0.09,0.55,11,11
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,5.2,Best,1.0,0.1,0.55,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.27,Conformity,1.0,0.1,0.55,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,9.94,Random,1.0,0.1,0.55,11,10
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.37,Best,1.0,0.2,0.63,11,6
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.25,Conformity,1.0,0.2,0.63,11,7
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.28,Random,1.0,0.2,0.63,11,6
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.93,Best,1.0,0.11,0.58,11,8
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,5.18,Conformity,1.0,0.11,0.58,11,9
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.53,Random,1.0,0.11,0.58,11,8
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.73,Best,1.0,0.07,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.86,Conformity,1.0,0.07,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,9.27,Random,1.0,0.07,0.55,11,10
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,5.22,Best,1.0,0.18,0.62,11,8
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.8,Conformity,1.0,0.18,0.62,11,9
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.88,Random,1.0,0.18,0.62,11,8
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.62,Best,1.0,0.11,0.56,11,10
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.76,Conformity,1.0,0.11,0.56,11,10
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.63,Random,1.0,0.11,0.56,11,10
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.83,Best,1.0,0.11,0.56,11,10
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,5.34,Conformity,1.0,0.11,0.56,11,10
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.37,Random,1.0,0.11,0.56,11,10
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,5.31,Best,1.0,0.1,0.54,11,10
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.98,Conformity,1.0,0.1,0.54,11,10
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.65,Random,1.0,0.1,0.54,11,10
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,5.15,Best,1.0,0.07,0.54,11,9
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,4.62,Conformity,1.0,0.07,0.54,11,9
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,5,500,6.05,Random,1.0,0.07,0.54,11,9
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,4.79,Best,1.0,0.1288,0.6575,11,6
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,7.17,Conformity,1.0,0.1288,0.6686,11,6
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,8.48,Random,1.0,0.1288,0.7251,11,5
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,4.87,Best,1.0,0.1135,0.6486,11,7
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.95,Conformity,1.0,0.1135,0.6684,11,6
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,8.93,Random,1.0,0.1135,0.6871,11,6
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.74,Best,1.0,0.1576,0.6203,11,5
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.53,Conformity,1.0,0.1576,0.6485,11,6
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,8.05,Random,1.0,0.1576,0.6578,11,5
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,4.65,Best,1.0,0.167,0.6762,11,8
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.2,Conformity,1.0,0.167,0.6486,11,7
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.75,Random,1.0,0.167,0.7056,11,7
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.09,Best,1.0,0.1234,0.6391,11,6
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.39,Conformity,1.0,0.1234,0.649,11,5
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.47,Random,1.0,0.1234,0.6775,11,5
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.0,Best,1.0,0.1482,0.6492,11,7
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,7.59,Conformity,1.0,0.1482,0.669,11,6
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.8,Random,1.0,0.1482,0.6988,11,5
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.0,Best,1.0,0.1208,0.6006,11,6
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.41,Conformity,1.0,0.1208,0.6473,11,6
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.97,Random,1.0,0.1208,0.6387,11,6
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.03,Best,1.0,0.1815,0.6381,11,6
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.01,Conformity,1.0,0.1815,0.6381,11,6
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,9.05,Random,1.0,0.1815,0.6856,11,6
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,7.94,Best,1.0,0.1329,0.6285,11,6
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.12,Conformity,1.0,0.1329,0.6389,11,6
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,8.79,Random,1.0,0.1329,0.6661,11,6
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.39,Best,1.0,0.1203,0.6486,11,6
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,5.39,Conformity,1.0,0.1203,0.6396,11,5
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,5,500,6.68,Random,1.0,0.1203,0.7061,11,5
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.99,Best,1.0,0.13,0.58,11,9
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,5.0,Conformity,1.0,0.13,0.58,11,9
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.64,Random,1.0,0.13,0.58,11,9
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.88,Best,1.0,0.15,0.58,11,11
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.78,Conformity,1.0,0.15,0.58,11,11
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.68,Random,1.0,0.15,0.58,11,11
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,5.69,Best,1.0,0.13,0.58,11,6
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.89,Conformity,1.0,0.13,0.58,11,8
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,9.04,Random,1.0,0.13,0.58,11,6
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.59,Best,1.0,0.09,0.53,11,9
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.69,Conformity,1.0,0.09,0.53,11,9
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.03,Random,1.0,0.09,0.53,11,9
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.9,Best,1.0,0.09,0.55,11,9
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,5.35,Conformity,1.0,0.09,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.75,Random,1.0,0.09,0.55,11,9
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.66,Best,1.0,0.1,0.56,11,8
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,4.62,Conformity,1.0,0.1,0.56,11,9
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.52,Random,1.0,0.1,0.56,11,8
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.51,Best,1.0,0.08,0.54,11,10
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,8.3,Conformity,1.0,0.08,0.54,11,10
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,6.3,Random,1.0,0.08,0.54,11,10
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,7.37,Best,1.0,0.09,0.56,11,7
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,18.07,Conformity,1.0,0.09,0.56,11,9
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,55.37,Random,1.0,0.09,0.56,11,7
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,28.5,Best,1.0,0.09,0.53,11,10
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,11.72,Conformity,1.0,0.09,0.53,11,11
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,19.13,Random,1.0,0.09,0.53,11,10
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,9.51,Best,1.0,0.13,0.57,11,8
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,18.13,Conformity,1.0,0.13,0.57,11,9
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,6,500,11.13,Random,1.0,0.13,0.57,11,8
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.0,Best,1.0,0.1187,0.6477,11,8
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.2,Conformity,1.0,0.1187,0.6677,11,7
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.23,Random,1.0,0.1187,0.6883,11,6
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.19,Best,1.0,0.1182,0.6382,11,9
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.26,Conformity,1.0,0.1182,0.6483,11,8
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,7.2,Random,1.0,0.1182,0.7258,11,7
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.97,Best,1.0,0.1404,0.6301,11,5
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.04,Conformity,1.0,0.1404,0.6682,11,5
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.23,Random,1.0,0.1404,0.6875,11,4
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.72,Best,1.0,0.142,0.6213,11,6
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.74,Conformity,1.0,0.142,0.6413,11,6
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.53,Random,1.0,0.142,0.6687,11,5
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.86,Best,1.0,0.1668,0.6294,11,5
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.64,Conformity,1.0,0.1668,0.6294,11,5
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,7.06,Random,1.0,0.1668,0.677,11,5
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.85,Best,1.0,0.149,0.6287,11,7
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.84,Conformity,1.0,0.149,0.6385,11,7
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.45,Random,1.0,0.149,0.6957,11,7
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.67,Best,1.0,0.1502,0.6488,11,7
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.04,Conformity,1.0,0.1502,0.6782,11,6
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.93,Random,1.0,0.1502,0.7357,11,5
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.23,Best,1.0,0.0961,0.6477,11,7
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.55,Conformity,1.0,0.0961,0.6498,11,7
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.64,Random,1.0,0.0961,0.6844,11,8
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.61,Best,1.0,0.1177,0.6285,11,7
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.84,Conformity,1.0,0.1177,0.6252,11,7
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.51,Random,1.0,0.1177,0.6752,11,7
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,5.01,Best,1.0,0.1086,0.6285,11,7
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,4.78,Conformity,1.0,0.1086,0.6019,11,7
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,6,500,6.53,Random,1.0,0.1086,0.6581,11,7
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.1,Best,1.0,0.09,0.52,11,10
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.98,Conformity,1.0,0.09,0.52,11,11
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.3,Random,1.0,0.09,0.52,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.03,Best,1.0,0.09,0.55,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.95,Conformity,1.0,0.09,0.55,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.6,Random,1.0,0.09,0.55,11,10
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.78,Best,1.0,0.11,0.54,11,10
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.83,Conformity,1.0,0.11,0.54,11,11
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.26,Random,1.0,0.11,0.54,11,10
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.15,Best,1.0,0.14,0.55,11,10
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.15,Conformity,1.0,0.14,0.55,11,10
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.55,Random,1.0,0.14,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.86,Best,1.0,0.12,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.93,Conformity,1.0,0.12,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.35,Random,1.0,0.12,0.55,11,10
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.28,Best,1.0,0.12,0.57,11,8
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.04,Conformity,1.0,0.12,0.57,11,9
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.34,Random,1.0,0.12,0.57,11,8
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.0,Best,1.0,0.1,0.55,11,8
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.81,Conformity,1.0,0.1,0.55,11,10
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.21,Random,1.0,0.1,0.55,11,8
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.66,Best,1.0,0.07,0.52,11,11
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,4.74,Conformity,1.0,0.07,0.52,11,11
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.28,Random,1.0,0.07,0.52,11,11
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.07,Best,1.0,0.08,0.54,11,8
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.48,Conformity,1.0,0.08,0.54,11,10
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.95,Random,1.0,0.08,0.54,11,8
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,6.47,Best,1.0,0.1,0.55,11,9
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,5.96,Conformity,1.0,0.1,0.55,11,11
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,7,500,7.62,Random,1.0,0.1,0.55,11,9
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,9.35,Best,1.0,0.178,0.5975,11,8
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,24.52,Conformity,1.0,0.178,0.6171,11,8
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,14.84,Random,1.0,0.178,0.6851,11,7
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.86,Best,1.0,0.1698,0.6185,11,5
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.55,Conformity,1.0,0.1698,0.6269,11,8
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,7.76,Random,1.0,0.1698,0.656,11,5
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.16,Best,1.0,0.1382,0.6392,11,8
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.19,Conformity,1.0,0.1382,0.6266,11,8
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,7.37,Random,1.0,0.1382,0.6492,11,7
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,7.25,Best,1.0,0.1358,0.6095,11,6
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,7.94,Conformity,1.0,0.1358,0.6412,11,6
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.95,Random,1.0,0.1358,0.6687,11,5
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,8.57,Best,1.0,0.2024,0.6493,11,8
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.43,Conformity,1.0,0.2024,0.6493,11,8
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,7.45,Random,1.0,0.2024,0.6402,11,7
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.7,Best,1.0,0.1279,0.6308,11,6
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.51,Conformity,1.0,0.1279,0.6483,11,7
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.83,Random,1.0,0.1279,0.6598,11,5
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.15,Best,1.0,0.1217,0.6204,11,8
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.32,Conformity,1.0,0.1217,0.5934,11,7
7,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,11.15,Random,1.0,0.1217,0.6765,11,7
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.28,Best,1.0,0.154,0.6096,11,6
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.13,Conformity,1.0,0.154,0.6098,11,8
8,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.46,Random,1.0,0.154,0.648,11,6
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.19,Best,1.0,0.1372,0.59,11,5
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.15,Conformity,1.0,0.1372,0.6268,11,6
9,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.57,Random,1.0,0.1372,0.6379,11,5
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.01,Best,1.0,0.1769,0.6372,11,6
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,5.08,Conformity,1.0,0.1769,0.6266,11,6
10,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,7,500,6.48,Random,1.0,0.1769,0.7051,11,5
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.63,Best,1.0,0.08,0.55,11,10
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.52,Conformity,1.0,0.08,0.55,11,11
1,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.91,Random,1.0,0.08,0.55,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.37,Best,1.0,0.08,0.55,11,10
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.47,Conformity,1.0,0.08,0.55,11,11
2,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,8.47,Random,1.0,0.08,0.55,11,10
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.6,Best,1.0,0.1,0.56,11,10
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.38,Conformity,1.0,0.1,0.56,11,11
3,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.58,Random,1.0,0.1,0.56,11,10
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.86,Best,1.0,0.1,0.56,11,9
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,9.92,Conformity,1.0,0.1,0.56,11,10
4,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,15.8,Random,1.0,0.1,0.56,11,9
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.44,Best,1.0,0.12,0.55,11,10
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.63,Conformity,1.0,0.12,0.55,11,11
5,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.93,Random,1.0,0.12,0.55,11,10
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.22,Best,1.0,0.1,0.52,11,10
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.51,Conformity,1.0,0.1,0.52,11,11
6,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,12.51,Random,1.0,0.1,0.52,11,10
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,8.09,Best,1.0,0.08,0.51,11,11
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.49,Conformity,1.0,0.08,0.51,11,11
7,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,12.03,Random,1.0,0.08,0.51,11,11
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,7.2,Best,1.0,0.12,0.54,11,10
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,8.31,Conformity,1.0,0.12,0.54,11,11
8,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,10.13,Random,1.0,0.12,0.54,11,10
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.14,Best,1.0,0.15,0.58,11,8
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,5.42,Conformity,1.0,0.15,0.58,11,9
9,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,6.97,Random,1.0,0.15,0.58,11,8
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,12.02,Best,1.0,0.13,0.58,11,9
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,13.11,Conformity,1.0,0.13,0.58,11,9
10,Lattice,100,500,0.1,ND,Ackley,50,1023,8,1,8,500,10.85,Random,1.0,0.13,0.58,11,9
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,7.13,Best,1.0,0.156,0.5997,11,7
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,5.43,Conformity,1.0,0.156,0.6487,11,8
1,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,6.6,Random,1.0,0.156,0.6866,11,6
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,5.82,Best,1.0,0.1557,0.602,11,6
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,5.46,Conformity,1.0,0.1557,0.648,11,7
2,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,6.82,Random,1.0,0.1557,0.6967,11,5
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,6.26,Best,1.0,0.0842,0.6093,11,6
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,5.15,Conformity,1.0,0.0842,0.5936,11,7
3,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,7.15,Random,1.0,0.0842,0.678,11,4
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,5.88,Best,1.0,0.1653,0.6186,11,7
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,7.38,Conformity,1.0,0.1653,0.6391,11,6
4,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,7.46,Random,1.0,0.1653,0.6776,11,6
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,6.85,Best,1.0,0.1417,0.6197,11,5
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,6.69,Conformity,1.0,0.1417,0.6494,11,6
5,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,10.65,Random,1.0,0.1417,0.6676,11,5
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,5.25,Best,1.0,0.1453,0.6287,11,7
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,6.46,Conformity,1.0,0.1453,0.6285,11,8
6,Lattice,100,500,0.1,ND,Rastrigin,50,1023,8,1,8,500,7.09,Random,1.0,0.1453,0.6771,11,7
